air_durations_A,air_durations_B,air_durations_C,air_durations_D,asc_peak_slopes_A,asc_peak_slopes_B,asc_peak_slopes_C,asc_peak_slopes_D,avg_pres_A,avg_pres_B,avg_pres_C,avg_pres_D,contact_durations_A,contact_durations_B,contact_durations_C,contact_durations_D,des_peak_slopes_A,des_peak_slopes_B,des_peak_slopes_C,des_peak_slopes_D,dog_id,pace,paw_area_cm2_A,paw_area_cm2_B,paw_area_cm2_C,paw_area_cm2_D,peak_pressure_A,peak_pressure_B,peak_pressure_C,peak_pressure_D,ratio_pres2area_A,ratio_pres2area_B,ratio_pres2area_C,ratio_pres2area_D,step_lengths_A,step_lengths_B,step_lengths_C,step_lengths_D
0.255,0.24,0.252,0.25,2.447,2.586,1.88,2.106,14.042,11.977,13.242,14.028,0.318,0.292,0.3,0.33,1.892,2.131,3.282,1.874,T0460115,5.24,36.073,28.423,27.271,36.737,63.5,62.7,68.3,63.5,0.438,0.442,0.421,0.368,1.136,1.12,1.112,1.137
0.275,0.285,0.27,0.265,1.368,1.164,1.667,1.47,5.68,4.874,5.324,6.068,0.255,0.238,0.205,0.25,0.78,0.991,0.994,0.959,T0460731,5.4,30.952,29.166,28.472,32.47,23.75,23.7,26.2,28.1,0.182,0.206,0.197,0.184,1.484,0.994,1.01,0.993
0.26,0.262,0.47,0.26,0.957,1.31,1.123,1.146,5.072,4.948,5.34,5.31,0.412,0.21,0.26,0.24,0.69,1.015,1.144,0.882,T0460731,4.89,30.514,29.93,32.554,30.005,24.0,24.8,26.5,24.3,0.202,0.718,0.182,0.185,1.292,1.092,1.315,0.872
0.275,0.285,0.275,0.245,0.83,1.276,1.142,0.847,5.007,4.902,5.319,5.008,0.258,0.265,0.28,0.28,0.755,0.754,0.82,0.785,T0460731,4.42,29.234,26.806,29.3,28.55,21.55,22.1,24.55,23.15,1.103,0.152,0.173,0.603,0.405,0.792,0.382,0.717
0.27,0.26,0.245,0.275,1.077,1.365,1.051,1.332,4.96,5.387,4.875,4.931,0.227,0.225,0.265,0.23,1.073,1.007,1.147,0.965,T0460731,5.33,30.512,31.16,30.045,27.492,23.75,24.0,24.8,25.4,0.171,0.181,0.169,0.203,0.457,1.466,0.924,0.677
0.255,0.27,0.24,0.245,1.339,1.364,1.41,1.207,4.904,4.92,5.213,5.922,0.24,0.22,0.232,0.25,1.307,1.198,0.971,1.216,T0460731,5.18,28.97,28.769,29.325,33.748,25.9,27.6,25.65,28.1,0.162,0.155,0.161,0.165,0.704,0.658,1.331,0.924
0.248,0.245,0.23,0.23,0.836,0.861,0.747,0.872,3.579,3.206,3.529,3.699,0.135,0.153,0.16,0.145,0.904,0.825,0.956,0.9,T0460733,4.57,9.312,9.968,14.932,12.133,11.8,11.5,11.8,12.4,0.275,0.302,0.236,0.273,0.556,0.542,0.679,0.549
0.222,0.215,0.228,0.215,0.908,0.862,0.751,0.731,3.301,3.102,3.32,3.354,0.125,0.135,0.15,0.172,0.934,0.866,0.806,0.837,T0460733,4.68,9.392,9.192,11.698,12.684,11.8,11.2,10.6,11.5,0.32,0.341,0.25,0.24,0.534,0.442,0.556,0.542
0.215,0.225,0.238,0.265,1.055,1.356,1.694,0.716,5.192,5.336,4.616,3.472,0.268,0.24,0.24,0.222,1.223,1.024,0.704,0.654,T0460737,6.09,35.168,30.464,27.879,20.834,29.6,26.4,22.6,13.9,0.141,0.468,0.192,0.14,1.05,1.043,1.022,1.05
0.215,0.365,0.192,0.27,0.412,0.499,0.565,0.595,1.832,3.175,3.217,3.346,0.18,0.218,0.225,0.38,0.357,0.387,0.445,0.349,T0460951,4.37,7.088,16.059,15.41,16.23,5.3,11.6,12.7,12.2,0.252,0.241,0.202,0.202,0.559,0.795,0.853,0.843
0.19,0.215,0.182,0.19,0.388,0.296,0.359,0.32,3.116,1.986,2.886,2.965,0.225,0.205,0.255,0.24,0.413,0.395,0.425,0.556,T0460951,3.56,15.724,6.994,13.903,16.021,9.55,5.55,9.0,9.5,0.212,0.249,0.199,0.193,0.474,0.492,0.489,0.51
0.32,0.225,0.228,0.205,0.412,0.384,0.298,0.415,3.2,3.004,1.865,3.248,0.225,0.277,0.195,0.235,0.434,0.462,0.375,0.629,T0460951,3.79,15.657,14.494,7.447,15.646,9.0,10.0,6.3,11.1,0.177,0.202,0.225,0.189,0.8,0.79,0.539,0.682
0.18,0.232,0.22,0.19,0.457,0.491,0.475,0.403,3.627,2.302,2.769,3.448,0.31,0.255,0.272,0.288,0.693,0.249,0.303,0.785,T0461266,3.23,16.808,8.783,8.882,15.316,12.0,7.1,8.2,12.05,0.196,0.289,0.258,0.203,0.458,0.458,0.466,0.45
0.175,0.165,0.162,0.19,0.758,0.932,0.893,0.706,2.52,4.147,3.675,2.646,0.14,0.145,0.15,0.14,0.594,1.128,0.887,0.593,T0461266,4.8,8.997,16.617,18.579,10.597,8.45,15.55,13.1,7.65,0.226,0.245,0.25,0.374,0.518,0.535,0.501,0.543
0.16,0.162,0.19,0.198,0.554,0.621,0.554,0.569,3.413,3.715,2.678,2.444,0.172,0.18,0.168,0.15,0.793,0.851,0.546,0.399,T0461266,4.23,14.914,17.382,9.384,9.298,11.5,12.0,7.35,7.6,0.305,0.23,0.339,0.241,0.458,0.479,0.458,0.467
0.175,0.155,0.165,0.17,1.456,1.02,1.054,0.811,2.604,3.646,3.911,2.62,0.128,0.145,0.128,0.135,0.663,1.147,0.965,0.956,T0461266,5.61,9.436,18.092,16.41,12.562,8.7,13.6,14.7,9.55,0.297,0.245,0.256,0.27,0.531,0.521,0.475,0.518
0.22,0.17,0.23,0.17,0.438,0.388,0.532,0.37,2.797,3.512,2.329,3.601,0.215,0.255,0.21,0.258,0.335,0.661,0.344,0.647,T0461266,3.55,9.738,15.779,8.989,16.523,8.2,12.0,7.6,11.45,0.316,0.244,0.291,0.196,0.483,0.478,0.47,0.483
0.325,0.318,0.32,0.352,1.486,1.681,2.06,2.165,6.445,6.19,6.54,5.697,0.3,0.32,0.29,0.305,1.533,1.453,1.504,1.462,T0461283,5.51,50.406,49.598,47.642,45.04,40.5,43.6,47.3,45.4,0.12,0.128,0.157,0.121,1.381,1.346,1.376,1.022
0.255,0.255,0.255,0.245,1.547,1.354,1.303,1.288,4.857,4.541,4.525,4.663,0.2,0.208,0.195,0.205,1.625,1.341,1.419,1.496,T0461395,5.19,24.42,21.086,19.007,20.019,28.5,25.9,24.3,26.4,0.189,0.204,0.203,0.224,1.034,0.401,0.628,0.417
0.255,0.235,0.265,0.265,1.202,1.512,1.353,1.248,4.477,4.926,4.586,4.576,0.175,0.195,0.2,0.18,1.374,1.682,1.181,1.62,T0461395,5.66,17.724,23.311,22.442,19.836,19.5,29.3,24.3,28.0,0.246,0.219,0.195,0.214,0.633,0.813,1.271,0.849
0.275,0.255,0.272,0.285,1.171,1.38,1.42,1.386,4.198,4.713,4.94,4.666,0.29,0.195,0.195,0.2,0.73,1.328,1.522,1.295,T0461395,5.08,21.23,19.156,22.965,21.454,21.95,28.5,30.1,24.3,0.227,0.254,0.182,0.225,0.881,1.013,0.84,0.864
0.25,0.27,0.268,0.265,1.263,1.329,1.378,1.476,4.745,4.588,4.581,4.921,0.19,0.175,0.205,0.195,1.556,1.735,1.586,1.793,T0461395,5.5,19.683,20.127,22.38,22.873,22.2,23.2,30.6,30.1,0.275,0.264,0.223,0.229,0.634,0.834,0.867,0.84
0.255,0.262,0.27,0.265,1.53,1.407,1.362,1.456,4.856,4.537,4.653,4.633,0.2,0.19,0.195,0.185,1.498,1.352,1.462,1.675,T0461395,5.5,21.801,18.741,23.662,19.742,25.4,22.7,25.4,28.5,0.267,0.254,0.227,0.233,0.651,0.644,0.858,1.042
0.25,0.245,0.25,0.24,0.638,0.652,0.751,0.853,3.711,3.726,3.982,3.933,0.208,0.208,0.205,0.215,0.892,0.917,0.862,0.837,T0461911,5.18,20.678,18.874,18.217,24.776,14.3,15.55,17.1,17.7,0.162,0.172,0.156,0.197,1.229,0.813,1.046,0.61
0.25,0.252,0.26,0.255,0.628,0.804,0.509,0.653,3.278,4.03,3.882,3.758,0.21,0.21,0.22,0.21,0.705,0.897,0.876,0.712,T0461911,4.96,20.024,22.217,22.645,18.637,14.0,17.1,15.55,14.95,0.164,0.154,0.167,0.198,0.622,0.807,1.175,1.178
0.4,0.265,0.535,0.495,1.525,0.746,1.065,1.259,6.587,6.38,6.102,6.808,0.235,0.508,0.505,0.402,1.215,1.328,0.596,0.967,T0461917,5.76,27.609,32.869,33.024,33.713,38.2,39.4,35.8,38.8,0.711,0.197,0.201,0.193,1.608,1.611,1.885,1.686
0.25,0.515,0.268,0.378,0.955,1.15,1.445,1.271,6.817,6.088,6.206,5.535,0.515,0.265,0.245,0.255,0.983,1.486,1.042,1.251,T0461917,5.43,35.45,33.208,27.027,27.765,34.5,35.15,34.5,32.7,0.192,0.163,0.482,0.189,1.35,1.076,1.364,1.309
0.248,0.245,0.238,0.26,2.055,4.295,1.636,1.425,5.737,7.227,7.086,5.572,0.195,0.215,0.21,0.215,1.28,1.618,2.15,2.03,T0461917,6.84,30.753,38.017,27.954,29.242,30.9,49.1,37.6,36.05,0.194,0.192,0.179,0.172,1.507,1.26,0.97,1.246
0.295,0.255,0.288,0.27,1.927,1.748,1.725,1.518,7.698,7.093,6.753,6.197,0.225,0.245,0.275,0.24,2.572,1.779,1.091,1.443,T0461917,7.07,36.2,35.653,31.686,28.208,51.5,41.8,40.0,35.1,0.188,0.209,0.197,0.252,0.928,0.868,1.493,1.496
0.285,0.298,0.298,0.285,1.043,1.215,0.95,1.171,4.59,4.982,4.022,4.643,0.218,0.22,0.21,0.215,1.052,1.07,1.006,1.018,T0461918,6.06,30.702,34.976,27.396,29.664,22.65,27.6,16.0,25.1,0.126,0.141,0.159,0.142,0.602,1.09,0.806,1.559
0.275,0.31,0.305,0.28,1.03,1.072,1.101,1.016,4.502,4.37,5.087,4.656,0.218,0.195,0.225,0.218,0.983,0.926,1.145,1.055,T0461918,6.17,30.442,27.104,33.094,29.999,19.9,18.2,26.5,24.0,0.156,0.18,0.159,0.161,0.571,0.822,1.114,1.61
0.285,0.31,0.272,0.29,1.118,0.971,1.032,0.954,4.646,4.297,4.832,4.242,0.23,0.222,0.235,0.24,1.156,0.825,0.83,0.744,T0461918,5.46,27.777,29.73,24.854,28.504,23.75,21.8,21.5,21.8,0.158,0.137,0.16,0.137,0.915,1.0,0.74,1.497
0.29,0.425,0.302,0.302,1.377,0.953,1.248,1.117,5.097,4.283,4.416,4.022,0.235,0.22,0.215,0.205,1.098,0.937,0.819,0.863,T0461918,5.77,35.255,28.226,27.335,25.887,29.0,17.7,29.3,18.8,0.147,0.152,0.163,0.152,1.169,1.32,1.1,1.095
0.23,0.21,0.208,0.235,0.666,0.605,0.667,0.638,3.206,4.694,4.823,3.325,0.23,0.255,0.26,0.235,0.631,0.891,0.8,0.753,T0462002,4.1,15.166,19.28,18.571,15.926,12.9,16.9,20.6,14.3,0.184,0.225,0.169,0.196,0.627,0.635,0.628,0.631
0.21,0.195,0.215,0.23,0.764,0.703,0.605,0.598,4.694,4.372,4.908,3.2,0.245,0.252,0.24,0.21,0.948,0.695,0.931,0.533,T0462002,4.23,19.17,18.346,17.591,16.075,23.25,20.35,17.5,12.0,0.228,0.243,0.27,0.205,0.636,0.653,0.644,0.635
0.208,0.235,0.23,0.195,0.806,0.635,0.603,0.772,4.826,3.192,3.222,5.062,0.245,0.222,0.22,0.238,0.972,0.504,0.456,1.47,T0462002,4.23,19.442,15.911,15.998,19.598,18.9,10.6,11.2,22.1,0.24,0.205,0.231,0.263,0.645,0.636,0.635,0.645
0.305,0.265,0.252,0.32,1.692,1.464,1.374,1.228,4.767,4.465,4.956,4.664,0.2,0.21,0.23,0.195,1.794,1.717,1.02,1.491,T0462019,7.42,34.476,33.846,41.705,30.234,26.65,22.9,25.2,24.9,0.132,0.12,0.121,0.138,1.296,1.245,1.258,1.253
0.3,0.285,0.31,0.3,1.553,1.481,1.714,1.192,6.489,6.58,6.344,5.275,0.26,0.265,0.265,0.27,1.063,1.65,0.946,1.008,T0462415,6.77,39.506,41.128,39.063,36.259,31.3,39.7,31.3,29.5,0.932,0.165,0.177,0.138,1.381,1.419,2.092,1.459
0.218,0.205,0.212,0.21,0.806,0.827,0.659,0.726,3.707,3.26,3.315,3.331,0.16,0.165,0.175,0.17,0.857,0.735,0.837,0.726,T0463106,3.99,18.47,19.433,14.41,15.601,14.3,12.6,12.1,11.0,0.2,0.189,0.191,0.257,0.574,0.32,0.574,0.438
0.215,0.22,0.198,0.225,0.554,0.623,0.54,0.633,3.265,3.384,3.289,3.241,0.2,0.19,0.195,0.195,0.663,0.716,0.655,0.688,T0463106,3.27,16.482,17.987,14.581,14.14,10.4,11.5,11.0,11.0,0.141,0.179,0.215,0.168,0.475,0.39,0.429,0.375
0.25,0.25,0.277,0.265,0.839,1.016,0.89,0.795,4.672,4.873,3.776,2.936,0.392,0.363,0.265,0.22,0.774,0.752,0.876,0.429,T0463194,4.91,29.618,30.455,26.681,19.943,24.3,27.2,17.2,12.85,0.165,0.196,0.154,0.171,0.934,0.95,0.91,0.839
0.368,0.387,0.29,0.402,1.285,1.26,0.785,1.177,4.938,5.056,3.074,5.071,0.26,0.305,0.198,0.25,0.82,0.862,0.606,0.678,T0463194,5.41,28.113,31.719,21.942,29.83,27.5,30.3,13.7,32.0,0.193,0.174,0.136,0.152,1.462,1.518,0.983,1.23
0.475,0.255,0.288,0.382,0.929,1.019,0.683,1.158,4.824,4.746,3.06,4.939,0.365,0.305,0.235,0.495,0.618,0.668,0.563,0.515,T0463194,4.38,30.112,29.404,20.676,28.148,28.6,26.9,13.2,29.2,0.127,0.129,0.141,0.166,1.339,1.297,0.87,1.315
0.305,0.31,0.485,0.265,0.764,1.091,0.895,1.149,3.12,4.829,4.714,5.173,0.212,0.25,0.318,0.31,0.533,0.751,0.658,0.74,T0463194,5.13,20.026,29.374,30.118,31.207,12.9,25.75,24.9,28.0,0.169,0.162,0.27,0.173,0.951,1.444,1.33,1.207
0.38,0.285,0.365,0.515,0.997,0.736,1.182,1.024,4.949,3.141,4.867,4.888,0.505,0.222,0.32,0.318,0.551,0.459,0.763,0.714,T0463194,4.87,29.609,19.384,33.027,29.321,27.5,13.15,29.2,26.9,0.161,0.148,0.141,0.147,1.393,0.906,1.36,1.383
0.29,0.28,0.32,0.295,1.352,0.946,0.929,1.441,5.108,3.941,3.92,4.96,0.245,0.275,0.228,0.275,1.052,0.631,0.849,0.763,T0463194,5.53,30.49,23.009,27.102,32.456,30.0,16.6,20.6,30.3,0.29,0.178,0.148,0.139,1.412,0.954,0.965,1.266
0.395,0.418,0.39,0.29,1.343,1.102,1.509,0.786,5.014,4.86,5.009,3.272,0.28,0.255,0.255,0.215,0.804,0.613,0.859,0.681,T0463194,5.27,31.132,30.211,30.245,21.922,29.7,27.5,28.6,14.3,0.154,0.139,0.165,0.133,1.513,1.23,1.499,0.991
0.222,0.318,0.248,0.342,1.555,0.865,1.813,0.442,5.282,4.547,5.861,3.802,0.285,0.27,0.36,0.315,0.958,1.051,0.876,0.886,T0463202,3.59,30.827,38.607,33.958,23.338,26.5,26.5,30.3,16.4,0.179,0.178,0.198,0.128,1.02,0.628,0.73,0.748
0.272,0.285,0.308,0.235,1.771,2.088,0.799,1.121,5.535,5.563,3.928,4.914,0.355,0.285,0.295,0.308,1.019,1.28,0.806,0.882,T0463202,4.27,22.606,28.791,10.034,30.732,34.7,41.6,14.5,20.5,0.123,0.184,0.259,0.135,1.019,0.9,0.91,0.935
0.195,0.2,0.195,0.19,1.254,1.408,1.526,1.418,3.636,3.919,3.837,4.349,0.132,0.132,0.13,0.143,1.266,1.677,1.58,1.481,T0463566,6.11,13.646,17.105,17.117,19.126,14.7,19.55,20.05,22.3,0.235,0.242,0.278,0.21,0.619,0.681,0.678,0.653
0.222,0.188,0.218,0.227,1.453,1.104,1.308,0.88,3.938,3.44,4.313,3.772,0.15,0.17,0.165,0.18,1.363,0.779,1.137,0.985,T0463566,4.96,20.933,13.095,17.918,17.864,19.0,14.1,19.5,15.7,1.252,0.239,0.333,0.213,0.636,0.63,0.594,0.682
0.215,0.205,0.21,0.208,1.071,1.681,1.29,1.097,3.606,4.329,3.864,3.792,0.135,0.14,0.145,0.14,1.378,1.542,1.289,1.149,T0463566,5.85,12.755,21.391,17.403,14.334,16.0,20.6,18.45,16.3,0.217,0.22,0.192,0.369,0.686,0.662,1.008,0.472
0.202,0.2,0.21,0.225,1.012,1.07,0.726,1.324,3.793,3.848,3.168,3.877,0.18,0.188,0.175,0.168,0.992,1.06,0.751,1.107,T0463566,4.44,20.008,18.408,13.99,16.74,15.2,20.35,11.4,19.5,0.196,0.253,0.193,0.193,0.6,0.546,0.496,0.534
0.198,0.202,0.205,0.198,1.205,1.19,1.26,1.113,4.127,3.813,3.73,4.129,0.155,0.145,0.145,0.165,1.17,1.118,1.234,1.16,T0463566,5.33,19.688,12.133,12.953,19.245,17.4,14.7,15.2,18.5,0.231,0.399,0.246,0.219,0.602,0.442,0.589,0.632
0.21,0.205,0.205,0.22,0.875,1.063,0.9,1.028,3.258,3.708,3.799,3.918,0.175,0.16,0.185,0.17,0.927,1.06,0.876,0.95,T0463566,4.4,13.244,11.334,17.196,19.476,14.65,16.8,15.2,19.5,0.23,0.283,0.214,0.182,0.535,0.556,0.712,0.627
0.23,0.23,0.225,0.245,0.768,0.904,0.79,1.094,3.502,4.165,3.864,3.708,0.195,0.245,0.252,0.21,0.691,0.666,0.557,0.542,T0463567,5.81,25.788,34.562,28.426,26.48,14.0,17.8,17.0,17.25,0.14,0.117,0.106,0.143,0.932,1.375,1.408,0.882
0.242,0.22,0.24,0.23,0.911,0.736,0.818,0.829,3.461,3.759,3.686,4.026,0.21,0.24,0.23,0.265,0.579,0.655,0.633,0.629,T0463567,5.54,27.155,31.758,28.236,34.59,15.4,16.15,15.65,19.7,0.117,0.122,0.111,0.107,0.641,0.471,1.415,0.93
0.23,0.245,0.235,0.24,0.874,1.019,0.712,0.771,3.991,3.927,3.624,3.564,0.22,0.238,0.225,0.218,0.527,0.594,0.602,0.706,T0463567,5.93,31.45,27.338,28.014,28.938,19.7,18.9,15.1,15.6,0.127,0.14,0.131,0.131,0.99,0.978,0.934,0.942
0.28,0.275,0.397,0.272,0.898,1.152,1.218,1.151,4.532,5.37,5.023,4.712,0.248,0.235,0.25,0.25,0.863,1.5,0.745,0.77,T0463587,5.94,27.09,30.75,29.131,27.153,22.8,27.0,28.2,27.0,0.195,0.191,0.153,0.168,1.033,1.038,1.549,1.047
0.275,0.285,0.32,0.27,0.695,0.845,0.846,0.864,4.89,4.579,4.777,4.68,0.28,0.272,0.288,0.258,0.786,0.616,0.871,0.873,T0463587,5.19,22.652,26.981,28.595,17.584,24.0,21.0,26.7,21.6,0.396,0.353,0.162,0.254,0.942,0.966,1.474,1.461
0.3,0.27,0.275,0.265,0.901,1.068,0.852,1.053,5.38,5.26,4.524,4.588,0.262,0.26,0.255,0.218,1.031,1.182,0.804,0.977,T0463587,5.36,30.67,29.914,27.108,25.636,23.7,28.2,21.3,21.9,0.169,0.18,0.174,0.188,1.474,0.96,1.009,1.019
0.51,0.378,0.412,0.415,0.844,0.661,0.875,0.637,4.907,4.843,4.711,4.708,0.265,0.51,0.3,0.515,0.887,0.606,0.94,0.723,T0463587,5.03,27.529,27.25,24.549,28.367,22.8,24.6,27.6,21.6,0.271,0.173,0.264,0.146,1.415,1.445,1.402,1.428
0.19,0.18,0.185,0.18,0.98,0.979,0.979,0.986,3.684,3.704,4.537,4.25,0.105,0.095,0.092,0.105,1.221,1.289,1.622,1.4,T0463853,7.55,6.982,7.526,9.1,7.795,11.0,10.0,13.0,12.0,0.482,0.591,0.566,0.664,0.67,0.661,0.586,0.633
0.185,0.185,0.17,0.175,0.988,0.788,0.824,0.998,2.829,3.358,3.324,3.482,0.115,0.112,0.125,0.115,0.607,0.733,0.84,0.731,T0463853,5.02,5.811,7.311,9.625,6.911,7.0,8.0,10.0,9.5,0.476,0.463,0.425,0.415,0.436,0.398,0.432,0.428
0.232,0.238,0.29,0.25,0.61,0.554,0.707,0.495,3.809,4.171,3.787,3.807,0.265,0.275,0.27,0.305,0.719,0.863,0.621,0.544,T0463961,4.2,19.604,21.604,21.684,20.952,16.1,17.8,17.55,15.5,0.42,0.182,0.179,0.223,0.909,0.822,0.822,0.754
0.235,0.25,0.23,0.205,0.513,0.561,0.354,0.363,3.498,3.494,4.075,4.036,0.365,0.368,0.35,0.385,0.376,0.293,0.534,0.578,T0463961,3.25,17.086,16.106,23.898,23.594,12.4,11.8,15.55,16.1,0.18,0.197,0.209,0.176,0.653,0.68,0.632,0.695
0.255,0.288,0.342,0.278,0.517,0.491,0.47,0.473,3.918,3.468,4.166,4.11,0.4,0.415,0.34,0.405,0.482,0.376,0.75,0.669,T0464257,3.48,25.992,19.592,27.208,27.536,20.4,15.1,17.7,20.4,0.156,0.181,0.132,0.148,0.802,0.741,0.886,0.823
0.232,0.43,0.235,0.235,0.834,0.727,0.919,0.846,4.198,4.136,3.852,4.583,0.44,0.213,0.205,0.235,0.358,1.05,1.117,1.13,T0464257,5.24,26.473,24.299,21.217,30.176,22.0,17.75,19.9,21.0,0.16,0.17,0.166,0.158,1.322,0.839,0.881,0.895
0.24,0.26,0.25,0.265,1.086,1.554,1.309,1.202,5.845,5.516,5.693,5.252,0.3,0.28,0.31,0.295,1.111,1.286,1.021,1.14,T0464351,5.01,38.979,34.114,34.572,28.616,30.7,37.9,37.3,35.5,0.148,0.173,0.198,0.17,0.945,0.43,1.484,0.936
0.23,0.225,0.25,0.23,1.177,0.895,1.403,1.209,6.164,5.676,5.154,5.448,0.295,0.308,0.285,0.295,1.169,1.185,0.974,1.245,T0464351,4.72,32.348,36.364,28.632,30.922,34.9,31.3,29.5,31.0,0.163,0.159,0.166,0.149,0.912,0.932,0.887,0.933
0.242,0.245,0.26,0.25,1.343,1.461,1.663,1.451,5.642,5.361,5.258,6.187,0.315,0.28,0.252,0.275,0.758,1.061,1.166,1.586,T0464351,5.31,34.611,34.667,31.273,32.074,34.9,36.7,32.8,40.0,0.167,0.176,0.177,0.354,1.252,0.962,1.05,1.465
0.208,0.21,0.205,0.21,0.823,0.786,0.718,0.844,3.687,3.88,3.13,3.808,0.175,0.205,0.165,0.185,0.665,0.69,0.636,0.634,T0464405,4.29,12.899,15.634,11.736,15.449,12.8,13.4,12.3,13.9,0.258,0.265,0.233,0.235,0.623,0.662,0.569,0.686
0.215,0.205,0.205,0.218,0.835,0.842,0.87,0.799,3.406,3.675,3.673,3.308,0.17,0.162,0.182,0.155,0.769,0.918,0.656,0.904,T0464405,4.69,14.838,15.524,15.954,12.166,13.9,13.9,14.45,12.3,0.268,0.234,0.253,0.307,0.735,0.551,0.856,0.41
0.185,0.22,0.22,0.305,0.691,0.833,0.838,0.774,3.572,3.448,3.367,3.806,0.205,0.21,0.165,0.19,0.656,0.597,0.782,0.684,T0464405,4.0,12.794,14.645,13.21,15.112,12.55,12.8,12.0,12.8,0.213,0.271,0.269,0.269,0.568,0.667,0.517,0.7
0.215,0.202,0.195,0.195,0.643,0.75,0.71,0.748,3.564,3.003,3.275,3.938,0.192,0.17,0.2,0.19,0.706,0.681,0.62,0.925,T0464405,4.14,14.438,12.24,14.042,16.479,12.85,11.8,12.55,15.0,0.249,0.252,0.281,0.271,0.517,0.487,0.424,0.497
0.195,0.235,0.175,0.195,0.622,0.778,0.603,0.625,3.618,3.767,3.548,3.016,0.222,0.23,0.235,0.222,0.683,0.465,0.541,0.507,T0464405,3.54,14.07,13.366,14.559,12.087,12.85,14.4,13.1,9.9,0.266,0.294,0.244,0.214,0.477,0.564,0.468,0.474
0.222,0.21,0.212,0.215,0.745,0.785,0.749,0.668,3.859,3.012,3.272,3.576,0.18,0.175,0.19,0.172,0.838,0.709,0.717,0.777,T0464405,4.14,14.191,13.14,13.816,13.956,12.8,13.4,13.4,12.85,0.311,0.248,0.256,0.9,0.528,0.471,0.668,0.51
0.31,0.325,0.29,0.435,0.798,0.987,1.026,1.125,4.007,4.462,4.968,5.359,0.285,0.275,0.52,0.275,0.454,0.87,0.651,0.889,T0464570,4.98,28.431,31.82,35.646,35.2,16.3,23.35,29.3,25.9,0.141,0.157,0.147,0.152,1.038,1.029,1.538,1.551
0.428,0.425,0.525,0.3,0.795,0.747,0.902,0.704,4.692,4.433,4.999,4.153,0.52,0.295,0.415,0.245,0.565,0.501,0.823,0.537,T0464570,5.12,35.474,33.649,33.222,30.646,24.8,18.6,25.85,15.8,0.158,0.138,0.152,0.128,1.782,1.283,1.512,1.019
0.285,0.27,0.28,0.265,1.047,0.92,0.932,1.302,4.548,4.632,4.462,4.68,0.228,0.228,0.23,0.218,1.349,1.247,1.116,1.476,T0466608,6.17,27.444,27.504,28.79,28.328,25.25,22.6,20.9,27.85,0.167,0.158,0.139,0.169,1.111,1.08,1.147,1.152
0.235,0.255,0.265,0.225,1.022,0.725,0.692,0.84,5.093,3.949,4.339,4.97,0.235,0.23,0.222,0.255,1.108,0.882,0.942,0.875,T0466608,5.74,31.658,26.929,25.726,27.809,23.8,18.0,18.6,22.1,0.164,0.159,0.163,0.148,0.991,1.009,0.999,0.954
0.24,0.26,0.26,0.258,0.867,0.89,0.964,1.236,4.279,4.354,4.624,4.68,0.222,0.215,0.235,0.205,1.076,1.573,1.225,1.64,T0466608,6.04,25.904,26.964,27.702,26.973,19.75,24.1,25.55,26.1,0.175,0.158,0.176,0.191,1.036,1.089,1.102,1.32
0.265,0.252,0.265,0.265,1.061,1.276,1.297,1.061,4.783,5.077,4.722,4.67,0.2,0.215,0.202,0.208,1.584,1.267,1.881,1.253,T0466608,6.59,27.603,31.068,29.142,26.456,26.1,25.5,31.05,23.8,0.156,0.163,0.162,0.159,1.39,1.43,1.059,1.043
0.275,0.27,0.28,0.28,0.979,1.147,0.984,1.147,4.892,4.442,4.466,4.812,0.22,0.198,0.212,0.22,1.229,1.316,1.328,1.526,T0466608,6.17,29.776,26.794,27.036,30.692,24.95,22.65,23.8,27.3,0.162,0.161,0.16,0.164,1.11,1.13,1.135,1.145
0.208,0.228,0.232,0.228,0.45,0.43,0.552,0.438,3.228,3.17,2.964,3.007,0.25,0.22,0.215,0.215,0.594,0.508,0.468,0.552,T0467635,3.07,12.499,8.74,7.707,10.863,11.7,10.0,9.5,10.0,0.219,0.259,0.394,0.34,0.467,0.44,0.45,0.45
0.235,0.215,0.24,0.26,0.536,0.506,0.459,0.593,3.164,3.456,3.43,3.012,0.205,0.225,0.215,0.227,0.585,0.655,0.647,0.521,T0467635,3.2,9.47,12.237,10.882,8.257,10.9,11.7,10.6,9.75,0.483,0.261,0.381,0.381,0.508,0.455,0.361,0.472
0.24,0.23,0.23,0.225,0.542,0.61,0.587,0.604,2.993,3.456,3.454,3.222,0.205,0.19,0.2,0.205,0.61,0.677,0.734,0.696,T0467635,3.55,10.553,10.598,13.207,10.724,10.0,11.2,10.6,11.7,0.282,0.201,0.253,0.386,0.391,0.485,0.514,0.502
0.245,0.24,0.248,0.248,0.531,0.559,0.513,0.619,3.338,3.304,3.175,3.426,0.218,0.218,0.205,0.21,0.597,0.566,0.565,0.582,T0467635,3.26,11.307,10.73,9.37,9.104,10.9,10.6,10.6,11.7,0.34,0.344,0.321,0.41,0.475,0.418,0.318,0.414
0.22,0.235,0.212,0.21,0.47,0.452,0.461,0.477,3.314,3.112,3.134,3.109,0.27,0.23,0.24,0.238,0.507,0.55,0.528,0.475,T0467635,2.99,10.282,9.157,9.483,9.393,11.2,10.0,10.6,10.05,0.411,0.225,0.346,0.38,0.453,0.471,0.445,0.45
